TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
3695695,Houston B-cycle,625412,Subscriber,,,77018,UNITED STATES,24 Hour Kiosk,358,Standard,La Branch & Lamar,McKinney & Caroline,59,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:05:02,23:04:15,Y,Y,One Way,Houston B-cycle
3695696,Houston B-cycle,625413,Subscriber,,,77087,UNITED STATES,24 Hour Kiosk,148 R,Standard,La Branch & Lamar,McKinney & Caroline,57,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:06:27,23:03:55,Y,Y,One Way,Houston B-cycle
3695698,Houston B-cycle,625413,Subscriber,,,77087,UNITED STATES,24 Hour Kiosk,167,Standard,La Branch & Lamar,McKinney & Caroline,57,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:07:23,23:04:13,Y,Y,One Way,Houston B-cycle
3695700,Houston B-cycle,625414,Subscriber,,,77012,UNITED STATES,24 Hour Kiosk,894,Standard,La Branch & Lamar,McKinney & Caroline,57,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:07:58,23:04:07,Y,Y,One Way,Houston B-cycle
3695711,Houston B-cycle,625415,Subscriber,,,77099,UNITED STATES,24 Hour Kiosk,267,Standard,Spotts Park,Spotts Park,57,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:19:20,23:16:53,Y,Y,Round Trip,Houston B-cycle
3695712,Houston B-cycle,625415,Subscriber,,,77099,UNITED STATES,24 Hour Kiosk,838,Standard,Spotts Park,Spotts Park,54,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:22:36,23:16:53,Y,Y,Round Trip,Houston B-cycle
3695715,Houston B-cycle,625415,Subscriber,,,77099,UNITED STATES,24 Hour Kiosk,981,Standard,Spotts Park,Spotts Park,53,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,22:23:10,23:16:53,Y,Y,Round Trip,Houston B-cycle
3695724,Houston B-cycle,205948,Member,Houston,TX,77007,UNITED STATES,Annual Member,193,Standard,Smith & Capitol,Sabine Bridge ,7,0,0,N,.7,.6,26,2014-12-06,2014-12-06,22:28:37,22:35:40,N,Y,One Way,Houston B-cycle
3695725,Houston B-cycle,205935,Member,Houston,TX,77007,UNITED STATES,Annual Member,197,Standard,Smith & Capitol,Sabine Bridge ,7,0,0,N,1.1,1.0,42,2014-12-06,2014-12-06,22:28:42,22:35:51,N,Y,One Way,Houston B-cycle
3695752,Houston B-cycle,496744,Member,Houston,TX,77006,UNITED STATES,Annual Member,931,Standard,Freed Library ,Market Square,73,0,2,N,3.2,3.1,129,2014-12-06,2014-12-07,22:59:22,00:12:35,Y,Y,One Way,Houston B-cycle
3695761,Houston B-cycle,625418,Subscriber,,,77063,UNITED STATES,24 Hour Kiosk,113,Standard,La Branch & Lamar,La Branch & Lamar,44,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,23:05:11,23:49:18,Y,Y,Round Trip,Houston B-cycle
3695765,Houston B-cycle,625418,Subscriber,,,77063,UNITED STATES,24 Hour Kiosk,994,Standard,La Branch & Lamar,La Branch & Lamar,43,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,23:06:16,23:49:33,Y,Y,Round Trip,Houston B-cycle
3695766,Houston B-cycle,625418,Subscriber,,,77063,UNITED STATES,24 Hour Kiosk,277 G,Standard,La Branch & Lamar,La Branch & Lamar,3,0,0,N,.5,.4,18,2014-12-06,2014-12-06,23:07:09,23:10:37,N,Y,Round Trip,Houston B-cycle
3695767,Houston B-cycle,625418,Subscriber,,,77063,UNITED STATES,24 Hour Kiosk,265,Standard,La Branch & Lamar,La Branch & Lamar,43,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,23:07:45,23:50:13,Y,Y,Round Trip,Houston B-cycle
3695776,Houston B-cycle,625418,Subscriber,,,77063,UNITED STATES,24 Hour Kiosk,99,Standard,La Branch & Lamar,La Branch & Lamar,37,0,0,N,2.7,2.6,108,2014-12-06,2014-12-06,23:12:01,23:49:31,Y,Y,Round Trip,Houston B-cycle
3695968,Houston B-cycle,559795,Subscriber,,,77004,UNITED STATES,24 Hour Kiosk,810,Standard,Project Row House / Holman & Live Oak,Elgin & Smith,11,0,0,N,1.7,1.6,66,2014-12-07,2014-12-07,07:56:54,08:07:20,N,Y,One Way,Houston B-cycle
3696015,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,210,Standard,Main & Dallas,Sunday Streets- East End/Fifth Ward,275,0,0,N,18.0,17.1,720,2014-12-07,2014-12-07,08:32:25,13:07:22,Y,Y,One Way,Houston B-cycle
3696023,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,234,Standard,Main & Dallas,Sunday Streets- East End/Fifth Ward,271,0,0,N,3.7,3.5,148,2014-12-07,2014-12-07,08:36:10,13:07:56,Y,Y,One Way,Houston B-cycle
3696038,Houston B-cycle,235271,Member,Houston,TX,77002,UNITED STATES,Annual Member,970,Standard,West Gray & Baldwin,West Gray & Baldwin,28,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,08:46:07,09:14:26,N,Y,Round Trip,Houston B-cycle
3696054,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,853,Standard,Lamar & Crawford,Lamar & Crawford,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,08:54:23,08:54:34,N,Y,Round Trip,Houston B-cycle
3696055,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,858,Standard,Lamar & Crawford,Lamar & Crawford,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,08:54:40,08:54:50,N,Y,Round Trip,Houston B-cycle
3696056,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,275,Standard,Lamar & Crawford,Lamar & Crawford,1,0,0,N,.2,.1,6,2014-12-07,2014-12-07,08:54:55,08:55:08,N,Y,Round Trip,Houston B-cycle
3696065,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,530,Standard,Lamar & Crawford,Lamar & Crawford,6001,0,0,N,18.0,17.1,720,2014-12-07,2014-12-11,08:56:53,12:57:56,Y,Y,Round Trip,Houston B-cycle
3696083,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,971,Standard,Market Square,Smith & Capitol,32,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:11:04,09:43:26,Y,Y,One Way,Houston B-cycle
3696084,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,931,Standard,Market Square,Smith & Capitol,32,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:11:53,09:43:50,Y,Y,One Way,Houston B-cycle
3696107,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,989,Standard,Market Square,Smith & Capitol,22,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:20:29,09:42:43,N,Y,One Way,Houston B-cycle
3696116,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,244,Standard,Market Square,Market Square,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,09:24:02,09:24:41,N,Y,Round Trip,Houston B-cycle
3696122,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,225,Standard,Market Square,Sunday Streets- East End/Fifth Ward,223,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:24:54,13:07:12,Y,Y,One Way,Houston B-cycle
3696127,Houston B-cycle,130549,Member,Houston,TX,77002,UNITED STATES,Annual Member,964,Standard,Market Square,Stude Park,180,0,8,N,2.7,2.6,108,2014-12-07,2014-12-07,09:25:33,12:25:15,Y,Y,One Way,Houston B-cycle
3696135,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,159,Standard,Market Square,Market Square,10,0,0,N,1.5,1.4,60,2014-12-07,2014-12-07,09:27:59,09:37:00,N,Y,Round Trip,Houston B-cycle
3696136,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,821,Standard,Market Square,Market Square,8,0,0,N,1.2,1.1,48,2014-12-07,2014-12-07,09:28:08,09:36:41,N,Y,Round Trip,Houston B-cycle
3696139,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,244,Standard,Market Square,Market Square,8,0,0,N,1.2,1.1,48,2014-12-07,2014-12-07,09:28:19,09:36:33,N,Y,Round Trip,Houston B-cycle
3696141,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,111,Standard,Market Square,Market Square,8,0,0,N,1.2,1.1,48,2014-12-07,2014-12-07,09:28:36,09:36:15,N,Y,Round Trip,Houston B-cycle
3696142,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,535,Standard,Market Square,Market Square,8,0,0,N,1.2,1.1,48,2014-12-07,2014-12-07,09:28:47,09:36:23,N,Y,Round Trip,Houston B-cycle
3696181,Houston B-cycle,625521,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,935,Standard,Sabine Bridge ,Sabine Bridge ,53,0,0,N,4.5,4.2,178,2014-12-07,2014-12-07,09:39:40,10:32:56,Y,Y,Round Trip,Houston B-cycle
3696190,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,133,Standard,Smith & Capitol,Smith & Capitol,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,09:44:02,09:44:13,N,Y,Round Trip,Houston B-cycle
3696193,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,798,Standard,Smith & Capitol,Smith & Capitol,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,09:44:24,09:44:32,N,Y,Round Trip,Houston B-cycle
3696194,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,859,Standard,Smith & Capitol,Smith & Capitol,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,09:44:43,09:44:51,N,Y,Round Trip,Houston B-cycle
3696198,Houston B-cycle,625524,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,838,Standard,Spotts Park,Spotts Park,168,0,8,N,2.7,2.6,108,2014-12-07,2014-12-07,09:45:49,12:33:11,Y,Y,Round Trip,Houston B-cycle
3696236,Houston B-cycle,625528,Subscriber,,,77025,UNITED STATES,24 Hour Kiosk,903,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,50,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:52:42,10:42:51,Y,Y,Round Trip,Houston B-cycle
3696241,Houston B-cycle,625528,Subscriber,,,77025,UNITED STATES,24 Hour Kiosk,928,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,49,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:53:42,10:42:57,Y,Y,Round Trip,Houston B-cycle
3696253,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,991,Standard,West Gray & Baldwin,City Hall,30,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:57:47,10:27:08,N,Y,One Way,Houston B-cycle
3696261,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,533,Standard,West Gray & Baldwin,Rusk & St. Emanuel ,104,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:59:03,11:43:50,Y,Y,One Way,Houston B-cycle
3696264,Houston B-cycle,625531,Subscriber,,,69559,UNITED STATES,24 Hour Kiosk,222,Standard,Menil Collection / Alabama & Mandell,Menil Collection / Alabama & Mandell,107,0,4,N,2.7,2.6,108,2014-12-07,2014-12-07,09:59:39,11:46:56,Y,Y,Round Trip,Houston B-cycle
3696266,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,119,Standard,West Gray & Baldwin,City Hall,27,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,09:59:53,10:26:40,N,Y,One Way,Houston B-cycle
3696271,Houston B-cycle,625534,Subscriber,,,77503,UNITED STATES,24 Hour Kiosk,952,Standard,Menil Collection / Alabama & Mandell,Menil Collection / Alabama & Mandell,106,0,4,N,2.7,2.6,108,2014-12-07,2014-12-07,10:00:35,11:46:34,Y,Y,Round Trip,Houston B-cycle
3696291,Houston B-cycle,625540,Subscriber,,,76012,UNITED STATES,24 Hour Kiosk,275,Standard,Lamar & Crawford,Lamar & Crawford,44,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:07:47,10:51:48,Y,Y,Round Trip,Houston B-cycle
3696295,Houston B-cycle,625540,Subscriber,,,76012,UNITED STATES,24 Hour Kiosk,858,Standard,Lamar & Crawford,Lamar & Crawford,42,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:09:02,10:51:45,Y,Y,Round Trip,Houston B-cycle
3696300,Houston B-cycle,625540,Subscriber,,,76012,UNITED STATES,24 Hour Kiosk,963,Standard,Lamar & Crawford,Lamar & Crawford,43,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:09:59,10:52:07,Y,Y,Round Trip,Houston B-cycle
3696307,Houston B-cycle,625540,Subscriber,,,76012,UNITED STATES,24 Hour Kiosk,195,Standard,Lamar & Crawford,Lamar & Crawford,41,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:10:54,10:51:45,Y,Y,Round Trip,Houston B-cycle
3696356,Houston B-cycle,588154,Subscriber,,,,UNITED STATES,24 Hour Kiosk,455,Standard,Taft & Fairview,Taft & Fairview,47,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:22:32,11:09:58,Y,Y,Round Trip,Houston B-cycle
3696370,Houston B-cycle,625550,Subscriber,,,90210,UNITED STATES,24 Hour Kiosk,502,Standard,Taft & Fairview,Taft & Fairview,45,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:23:49,11:08:23,Y,Y,Round Trip,Houston B-cycle
3696375,Houston B-cycle,361714,Member,Houston,TX,77098,UNITED STATES,Annual Member,129,Standard,Menil Collection / Alabama & Mandell,METRO Transit Center ,19,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:24:33,10:43:26,N,Y,One Way,Houston B-cycle
3696378,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,922,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,10:25:19,10:25:29,N,Y,Round Trip,Houston B-cycle
3696380,Houston B-cycle,361617,Member,Houston,TX,77098,UNITED STATES,Annual Member,827,Standard,Menil Collection / Alabama & Mandell,METRO Transit Center ,18,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,10:25:33,10:43:27,N,Y,One Way,Houston B-cycle
3696381,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,314 G,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,10:25:34,10:25:42,N,Y,Round Trip,Houston B-cycle
3696382,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,105,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,10:25:48,10:25:56,N,Y,Round Trip,Houston B-cycle
3696383,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,918,Standard,City Hall,City Hall,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,10:26:02,10:26:10,N,Y,Round Trip,Houston B-cycle
3696410,Houston B-cycle,625521,Subscriber,,,77077,UNITED STATES,24 Hour Kiosk,935,Standard,Sabine Bridge ,Sabine Bridge ,20,0,0,N,1.9,1.8,74,2014-12-07,2014-12-07,10:34:30,10:54:31,N,Y,Round Trip,Houston B-cycle
3696494,Houston B-cycle,405001,Member,Houston,TX,77010,UNITED STATES,Annual Member,113,Standard,La Branch & Lamar,Taft & Fairview,17,0,0,N,2.6,2.4,102,2014-12-07,2014-12-07,10:50:14,11:07:27,N,Y,One Way,Houston B-cycle
3696497,Houston B-cycle,562290,Subscriber,,,77010,UNITED STATES,24 Hour Kiosk,994,Standard,La Branch & Lamar,Taft & Fairview,16,0,0,N,2.4,2.3,96,2014-12-07,2014-12-07,10:51:14,11:07:17,N,Y,One Way,Houston B-cycle
3696586,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,224,Standard,UHD/Main & Franklin,Sabine Bridge ,49,0,0,N,1.4,1.4,57,2014-12-07,2014-12-07,11:08:22,11:57:54,Y,Y,One Way,Houston B-cycle
3696588,Houston B-cycle,625582,Subscriber,,,77079,UNITED STATES,24 Hour Kiosk,267,Standard,Spotts Park,Spotts Park,30,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:08:35,11:38:51,N,Y,Round Trip,Houston B-cycle
3696592,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,153,Standard,UHD/Main & Franklin,Sabine Bridge ,51,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:09:14,12:00:00,Y,Y,One Way,Houston B-cycle
3696593,Houston B-cycle,625582,Subscriber,,,77079,UNITED STATES,24 Hour Kiosk,992,Standard,Spotts Park,Spotts Park,29,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:09:31,11:38:56,N,Y,Round Trip,Houston B-cycle
3696595,Houston B-cycle,625550,Subscriber,,,90210,UNITED STATES,24 Hour Kiosk,502,Standard,Taft & Fairview,Taft & Fairview,43,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:09:38,11:52:31,Y,Y,Round Trip,Houston B-cycle
3696597,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,180,Standard,UHD/Main & Franklin,Sabine Bridge ,51,0,0,N,3.0,2.9,120,2014-12-07,2014-12-07,11:09:52,12:00:38,Y,Y,One Way,Houston B-cycle
3696612,Houston B-cycle,625588,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,981,Standard,Spotts Park,Spotts Park,49,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:13:19,12:02:49,Y,Y,Round Trip,Houston B-cycle
3696616,Houston B-cycle,625588,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,240,Standard,Spotts Park,Spotts Park,3,0,0,N,.5,.4,18,2014-12-07,2014-12-07,11:13:52,11:16:13,N,Y,Round Trip,Houston B-cycle
3696625,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,195,Standard,Lamar & Crawford,Lamar & Crawford,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,11:15:47,11:15:58,N,Y,Round Trip,Houston B-cycle
3696631,Houston B-cycle,625588,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,109,Standard,Spotts Park,Spotts Park,45,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,11:18:05,12:03:01,Y,Y,Round Trip,Houston B-cycle
3696633,Houston B-cycle,625593,Subscriber,,,27012,UNITED STATES,24 Hour Kiosk,839,Standard,Stude Park,UHD/Main & Franklin,227,0,12,N,2.7,2.6,108,2014-12-07,2014-12-07,11:18:38,15:05:34,Y,Y,One Way,Houston B-cycle
3696640,Houston B-cycle,625593,Subscriber,,,27012,UNITED STATES,24 Hour Kiosk,124,Standard,Stude Park,UHD/Main & Franklin,226,0,12,N,2.7,2.6,108,2014-12-07,2014-12-07,11:19:44,15:05:20,Y,Y,One Way,Houston B-cycle
3696680,Houston B-cycle,360100,Member,Houston,TX,77002,UNITED STATES,Annual Member,82,Standard,West Gray & Baldwin,Milam & Webster,5,0,0,N,.8,.7,30,2014-12-07,2014-12-07,11:31:24,11:36:16,N,Y,One Way,Houston B-cycle
3696726,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,261,Standard,Rusk & St. Emanuel ,Sunday Streets- East End/Fifth Ward,84,0,0,N,12.6,12.0,504,2014-12-07,2014-12-07,11:43:57,13:07:32,Y,Y,One Way,Houston B-cycle
3696729,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,061,Standard,Rusk & St. Emanuel ,Sunday Streets- East End/Fifth Ward,77,0,0,N,11.6,11.0,462,2014-12-07,2014-12-07,11:44:29,13:01:34,Y,Y,One Way,Houston B-cycle
3696739,Houston B-cycle,625606,Subscriber,,,85028,UNITED STATES,24 Hour Kiosk,156,Standard,West Gray & Baldwin,McKinney & Caroline,16,0,0,N,2.4,2.3,96,2014-12-07,2014-12-07,11:46:12,12:02:50,N,Y,One Way,Houston B-cycle
3696767,Houston B-cycle,124653,Member,HOUSTON ,TX,77007,UNITED STATES,Annual Member,305,Standard,Stude Park,Market Square,17,0,0,N,2.6,2.4,102,2014-12-07,2014-12-07,11:51:36,12:08:59,N,Y,One Way,Houston B-cycle
3696768,Houston B-cycle,360100,Member,Houston,TX,77002,UNITED STATES,Annual Member,82,Standard,Milam & Webster,West Gray & Baldwin,4,0,0,N,.6,.6,24,2014-12-07,2014-12-07,11:51:55,11:55:55,N,Y,One Way,Houston B-cycle
3696804,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,224,Standard,Sabine Bridge ,UHD/Main & Franklin,44,0,0,N,3.2,3.0,126,2014-12-07,2014-12-07,11:58:59,12:42:35,Y,Y,One Way,Houston B-cycle
3696814,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,153,Standard,Sabine Bridge ,UHD/Main & Franklin,42,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:00:32,12:42:35,Y,Y,One Way,Houston B-cycle
3696819,Houston B-cycle,625581,Subscriber,,,77003,UNITED STATES,24 Hour Kiosk,180,Standard,Sabine Bridge ,UHD/Main & Franklin,42,0,0,N,7.3,6.9,292,2014-12-07,2014-12-07,12:00:52,12:42:38,Y,Y,One Way,Houston B-cycle
3696856,Houston B-cycle,625619,Subscriber,Houston,TX,77006,UNITED STATES,24 Hour Pass,061,Standard,Sunday Streets- East End/Fifth Ward,Sunday Streets- East End/Fifth Ward,271,55,0,Y,18.0,17.1,720,2014-12-07,2014-12-07,12:06:38,16:37:44,Y,Y,Round Trip,Houston B-cycle
3696880,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,305,Standard,Market Square,UHD/Main & Franklin,1,0,0,N,.2,.1,6,2014-12-07,2014-12-07,12:09:42,12:10:01,N,Y,One Way,Houston B-cycle
3696895,Houston B-cycle,625633,Subscriber,,,75771,UNITED STATES,24 Hour Kiosk,213,Standard,Sabine Bridge ,Sabine Bridge ,58,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:11:34,13:09:36,Y,Y,Round Trip,Houston B-cycle
3696906,Houston B-cycle,625633,Subscriber,,,75771,UNITED STATES,24 Hour Kiosk,946,Standard,Sabine Bridge ,Sabine Bridge ,57,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:12:15,13:09:43,Y,Y,Round Trip,Houston B-cycle
3696912,Houston B-cycle,124653,Member,HOUSTON ,TX,77007,UNITED STATES,Annual Member,821,Standard,Market Square,Sunday Streets- East End/Fifth Ward,74,0,2,N,11.1,10.5,444,2014-12-07,2014-12-07,12:13:21,13:27:50,Y,Y,One Way,Houston B-cycle
3696917,Houston B-cycle,235271,Member,Houston,TX,77002,UNITED STATES,Annual Member,970,Standard,West Gray & Baldwin,West Gray & Baldwin,214,0,10,N,2.7,2.6,108,2014-12-07,2014-12-07,12:13:42,15:47:51,Y,Y,Round Trip,Houston B-cycle
3696921,Houston B-cycle,625639,Subscriber,Houston,TX,77008,UNITED STATES,24 Hour Pass,225,Standard,Sunday Streets- East End/Fifth Ward,Sunday Streets- East End/Fifth Ward,113,55,0,Y,2.7,2.6,108,2014-12-07,2014-12-07,12:14:18,14:07:15,Y,Y,Round Trip,Houston B-cycle
3696922,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,883,Standard,Market Square,UHD/Main & Franklin,0,0,0,N,.0,.0,0,2014-12-07,2014-12-07,12:14:33,12:14:33,N,Y,One Way,Houston B-cycle
3696944,Houston B-cycle,624855,Subscriber,,,80401,UNITED STATES,24 Hour Kiosk,82,Standard,West Gray & Baldwin,Herman Park Lake Plaza,71,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:20:50,13:31:54,Y,Y,One Way,Houston B-cycle
3696960,Houston B-cycle,130549,Member,Houston,TX,77002,UNITED STATES,Annual Member,964,Standard,Stude Park,Market Square,28,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:27:17,12:55:53,N,Y,One Way,Houston B-cycle
3697005,Houston B-cycle,625650,Subscriber,Houston,TX,77009,UNITED STATES,24 Hour Pass,821,Standard,Sunday Streets- East End/Fifth Ward,Sunday Streets- East End/Fifth Ward,84,0,2,N,12.6,12.0,504,2014-12-07,2014-12-07,12:34:08,13:58:25,Y,Y,Round Trip,Houston B-cycle
3697012,Houston B-cycle,625647,Subscriber,Houston,TX,77009,UNITED STATES,24 Hour Pass,234,Standard,Sunday Streets- East End/Fifth Ward,Sunday Streets- East End/Fifth Ward,84,0,2,N,5.2,4.9,207,2014-12-07,2014-12-07,12:34:35,13:58:05,Y,Y,Round Trip,Houston B-cycle
3697049,Houston B-cycle,275008,Member,Houston,TX,77019,UNITED STATES,Annual Member,268,Standard,West Gray & Baldwin,1919 Runnels,22,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:40:57,13:02:23,N,Y,One Way,Houston B-cycle
3697051,Houston B-cycle,625661,Subscriber,HOUSTON,TX,77016,UNITED STATES,24 Hour Pass,210,Standard,Sunday Streets- East End/Fifth Ward,Sunday Streets- East End/Fifth Ward,149,90,2,Y,18.0,17.1,720,2014-12-07,2014-12-07,12:41:10,15:10:32,Y,Y,Round Trip,Houston B-cycle
3697052,Houston B-cycle,392058,Member,Houston,TX,77019,UNITED STATES,Annual Member,943,Standard,West Gray & Baldwin,1919 Runnels,21,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:41:14,13:02:36,N,Y,One Way,Houston B-cycle
3697063,Houston B-cycle,625664,Subscriber,,,43004,UNITED STATES,24 Hour Kiosk,180,Standard,UHD/Main & Franklin,Taft & Fairview,34,0,0,N,4.4,4.2,176,2014-12-07,2014-12-07,12:44:52,13:18:48,Y,Y,One Way,Houston B-cycle
3697069,Houston B-cycle,625666,Subscriber,,,43004,UNITED STATES,24 Hour Kiosk,305,Standard,UHD/Main & Franklin,Taft & Fairview,33,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:45:34,13:18:59,Y,Y,One Way,Houston B-cycle
3697071,Houston B-cycle,393907,Member,houston,TX,77002,UNITED STATES,Annual Member,153,Standard,UHD/Main & Franklin,Taft & Fairview,33,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:45:53,13:18:50,Y,Y,One Way,Houston B-cycle
3697072,Houston B-cycle,385955,Member,Houston,TX,77077,UNITED STATES,Annual Member,224,Standard,UHD/Main & Franklin,Taft & Fairview,33,0,0,N,6.7,6.4,267,2014-12-07,2014-12-07,12:45:53,13:18:50,Y,Y,One Way,Houston B-cycle
3697075,Houston B-cycle,625666,Subscriber,,,43004,UNITED STATES,24 Hour Kiosk,883,Standard,UHD/Main & Franklin,Taft & Fairview,32,0,0,N,2.7,2.6,108,2014-12-07,2014-12-07,12:46:10,13:18:58,Y,Y,One Way,Houston B-cycle
3697111,Houston B-cycle,361617,Member,Houston,TX,77098,UNITED STATES,Annual Member,979,Standard,METRO Transit Center ,Menil Collection / Alabama & Mandell,17,0,0,N,2.6,2.4,102,2014-12-07,2014-12-07,12:51:59,13:08:27,N,Y,One Way,Houston B-cycle
3697117,Houston B-cycle,361714,Member,Houston,TX,77098,UNITED STATES,Annual Member,129,Standard,METRO Transit Center ,Menil Collection / Alabama & Mandell,15,0,0,N,2.3,2.1,90,2014-12-07,2014-12-07,12:53:27,13:08:44,N,Y,One Way,Houston B-cycle
